,user,createdAt,reportsResolved,nThanks,has_givenName,has_location,has_website,has_bio,has_bugcrowdHandle,has_githubHandle,has_gitlabHandle,has_linkedinHandle,has_twitterHandle,yearJoined,hasExternalLink,nhacks,ndisclosedhacks,country
0,0,2020-01-03T15:39:57.584Z,1,1,1,0,1,0,0,0,0,0,0,2020,1,1,0,
1,1,2020-08-14T18:23:53.022Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
2,2,2020-01-17T14:29:14.549Z,42,11,1,1,0,0,0,0,0,0,1,2020,1,41,2,Egypt
3,3,2018-05-25T16:21:45.838Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
4,4,2019-06-18T10:23:46.430Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
5,5,2018-02-08T00:21:35.586Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
6,6,2016-08-22T16:35:13.584Z,1,2,1,0,0,0,0,0,0,0,0,2016,0,1,0,
7,7,2020-04-27T17:44:53.123Z,13,5,1,0,1,1,0,0,0,0,0,2020,1,13,0,
8,8,2021-05-21T21:04:33.332Z,2,1,1,0,1,1,0,0,0,0,0,2021,1,2,0,
9,9,2019-04-17T16:36:26.345Z,30,3,0,0,0,0,0,0,0,0,0,2019,0,20,0,
10,10,2016-09-29T17:30:19.856Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
11,11,2019-06-22T22:44:17.040Z,1,1,1,0,1,0,0,0,0,0,0,2019,1,1,0,
12,12,2020-01-14T17:55:39.368Z,1,1,1,1,0,0,0,1,0,1,1,2020,1,1,1,Germany
13,13,2015-05-29T11:56:34.394Z,1,1,1,0,0,0,0,0,0,0,0,2015,0,1,0,
14,14,2016-09-10T17:00:53.164Z,6,1,1,0,0,0,0,0,0,0,0,2016,0,2,0,
15,15,2016-10-23T09:45:09.929Z,9,4,1,0,0,0,0,0,0,0,0,2016,0,9,0,
16,16,2019-04-13T08:43:57.011Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
17,17,2018-02-09T18:44:49.253Z,1,1,1,1,0,0,0,0,0,0,0,2018,0,1,0,Brazil
18,18,2017-11-20T23:55:30.394Z,2,1,1,1,0,0,0,0,0,0,0,2017,0,2,0,Egypt
19,19,2016-04-26T21:52:30.125Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
20,20,2016-05-28T13:32:32.587Z,3,1,1,0,0,0,0,0,0,0,0,2016,0,2,0,
21,21,2020-06-30T07:22:52.037Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,1,
22,22,2020-07-31T12:05:32.584Z,22,21,1,0,0,0,0,0,0,0,0,2020,0,20,0,
23,23,2018-09-02T14:33:37.351Z,1,1,1,1,0,0,0,1,0,1,1,2018,1,1,0,United States
24,24,2016-03-07T19:54:16.887Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
25,25,2015-10-14T20:53:16.240Z,1,1,1,0,0,0,0,0,0,0,0,2015,0,1,0,
26,26,2019-04-02T15:22:53.907Z,5,3,1,1,0,1,0,0,0,1,1,2019,1,3,0,Bangladesh
27,27,2016-09-13T22:57:29.951Z,4,4,0,0,0,0,0,0,0,0,0,2016,0,4,0,
28,28,2018-09-26T18:04:00.198Z,16,2,1,0,0,1,0,0,0,0,0,2018,0,14,0,
29,29,2021-06-28T09:06:57.953Z,3,3,1,0,0,0,0,0,0,0,0,2021,0,3,0,
30,30,2018-05-30T05:48:29.202Z,2,3,1,1,0,0,0,0,0,0,0,2018,0,2,0,Russia
31,31,2016-02-17T10:12:10.312Z,2,2,1,1,1,0,0,0,0,0,0,2016,1,2,0,India
32,32,2019-08-08T14:43:20.470Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
33,33,2016-06-22T08:03:40.948Z,2,1,1,1,1,1,0,0,0,0,0,2016,1,2,0,China
34,34,2016-08-06T18:33:16.220Z,19,12,1,0,1,0,0,0,0,0,0,2016,1,16,5,
35,35,2015-09-08T11:23:46.483Z,1,1,1,0,0,0,0,0,0,0,0,2015,0,1,0,
36,36,2019-08-09T23:13:00.549Z,1,1,1,0,1,1,0,1,0,0,0,2019,1,1,0,
37,37,2020-03-22T15:59:05.386Z,23,23,1,0,0,0,0,0,0,0,0,2020,0,18,1,
38,38,2016-09-05T10:44:40.434Z,0,0,1,0,0,0,0,0,0,0,0,2016,0,1,1,
39,39,2020-05-23T09:59:56.872Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
40,40,2020-12-06T17:26:36.369Z,3,2,1,0,0,0,0,0,0,0,0,2020,0,3,0,
41,41,2016-08-24T09:50:16.865Z,0,1,1,0,0,0,0,0,0,0,0,2016,0,1,1,
42,42,2017-01-15T18:39:40.162Z,1,1,1,0,0,0,0,0,0,0,0,2017,0,1,0,
43,43,2020-02-07T02:20:36.325Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
44,44,2021-03-23T15:51:53.097Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
45,45,2015-12-11T12:41:36.897Z,2,3,1,0,0,0,0,0,0,0,0,2015,0,3,2,
46,46,2017-05-14T13:41:02.582Z,11,10,0,0,0,0,0,0,0,0,0,2017,0,11,0,
47,47,2015-11-09T17:58:41.135Z,1,1,1,1,1,1,0,0,0,0,0,2015,1,2,0,Canada
48,48,2017-11-06T13:56:27.549Z,202,4,1,1,0,0,0,0,0,0,0,2017,0,55,0,Argentina
49,49,2018-10-14T12:02:29.628Z,0,2,1,0,0,0,0,0,0,0,0,2018,0,1,1,
50,50,2018-07-23T19:31:21.025Z,2,3,1,0,0,0,0,0,0,0,0,2018,0,2,0,
51,51,2020-02-13T09:06:11.265Z,8,13,1,0,0,0,0,0,0,0,0,2020,0,8,1,
52,52,2019-12-20T19:48:13.599Z,1,2,1,1,0,0,0,0,0,0,0,2019,0,1,0,India
53,53,2017-02-20T15:16:49.666Z,3,1,1,1,0,0,0,0,0,1,0,2017,1,2,0,Russia
54,54,2019-10-22T12:40:47.892Z,16,8,1,1,1,1,1,1,0,1,1,2019,1,7,2,India
55,55,2014-12-01T13:07:22.660Z,1,1,1,1,1,1,0,0,0,0,0,2014,1,1,0,United States
56,56,2015-04-16T10:18:49.625Z,1,4,1,0,0,0,0,0,0,0,0,2015,0,1,0,
57,57,2016-11-24T17:53:02.204Z,15,9,1,1,1,1,0,0,0,0,0,2016,1,17,5,Norway
58,58,2015-05-13T13:08:41.273Z,3,2,1,0,0,0,0,0,0,0,0,2015,0,2,0,
59,59,2018-06-15T09:12:06.916Z,0,0,1,0,0,1,0,0,0,0,0,2018,0,4,0,
60,60,2019-10-09T22:20:12.586Z,9,6,1,0,0,0,0,0,0,0,0,2019,0,9,0,
61,61,2020-05-13T12:19:55.052Z,1,1,1,0,1,1,0,1,0,0,0,2020,1,1,0,
62,62,2021-07-27T07:45:25.048Z,2,1,1,0,0,0,0,0,0,0,0,2021,0,2,0,
63,63,2020-01-14T09:18:24.071Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
64,64,2018-09-02T23:32:05.492Z,1,1,0,0,0,0,0,0,0,0,0,2018,0,1,0,
65,65,2016-11-08T08:24:55.962Z,1,1,1,0,0,1,0,0,0,0,0,2016,0,1,0,
66,66,2018-03-25T09:29:47.377Z,0,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
67,67,2019-04-13T18:00:50.701Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
68,68,2020-07-29T14:24:33.385Z,4,2,1,0,0,0,0,0,0,0,0,2020,0,3,0,
69,69,2020-12-17T08:30:19.052Z,6,4,1,0,0,0,0,1,0,1,1,2020,1,4,0,
70,70,2019-04-30T02:25:58.971Z,0,0,1,0,0,1,0,0,0,0,1,2019,1,1,1,
71,71,2018-08-11T07:19:43.034Z,1,1,1,1,0,1,0,0,0,0,0,2018,0,1,0,India
72,72,2020-05-24T00:30:06.059Z,0,1,1,1,1,0,0,0,0,1,0,2020,1,1,0,Indonesia
73,73,2021-05-12T07:25:11.926Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
74,74,2021-06-26T06:28:27.483Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
75,75,2019-05-21T13:38:45.037Z,2,4,1,1,1,0,1,1,0,0,1,2019,1,2,0,Switzerland
76,76,2017-02-01T18:14:25.598Z,1,2,1,0,0,0,0,0,0,0,0,2017,0,1,0,
77,77,2016-07-03T10:43:44.276Z,4,4,1,1,0,1,0,0,0,0,0,2016,0,2,1,Australia
78,78,2020-11-26T20:50:52.208Z,1,1,1,1,0,1,0,0,0,0,0,2020,0,1,0,India
79,79,2020-04-27T07:52:00.893Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
80,80,2016-03-03T12:25:55.966Z,3,4,1,0,0,0,0,0,0,0,0,2016,0,3,1,
81,81,2019-01-05T22:11:12.067Z,1,2,1,0,0,0,0,0,0,0,0,2019,0,1,0,
82,82,2018-04-08T19:24:50.839Z,161,13,1,0,0,0,0,0,0,0,0,2018,0,28,0,
83,83,2019-01-10T05:06:37.062Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
84,84,2016-02-19T13:50:52.012Z,30,11,1,0,0,0,0,0,0,0,0,2016,0,17,0,
85,85,2018-04-05T19:53:44.452Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
86,86,2017-07-22T01:47:44.970Z,1,2,1,0,0,0,0,0,0,0,0,2017,0,2,0,
87,87,2018-07-10T23:18:11.124Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
88,88,2018-01-01T17:10:50.279Z,7,6,1,1,1,1,1,1,1,1,1,2018,1,6,0,India
89,89,2021-05-09T07:27:40.727Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
90,90,2018-08-18T12:35:41.625Z,1,1,1,0,1,1,0,1,0,1,1,2018,1,1,0,
91,91,2020-04-08T07:15:27.542Z,1,1,1,0,0,0,1,0,0,0,0,2020,1,1,0,
92,92,2015-11-27T04:27:14.057Z,1,1,1,0,1,0,0,0,0,0,0,2015,1,1,0,
93,93,2014-05-08T20:55:50.559Z,9,10,1,1,1,1,0,0,0,0,0,2014,1,7,0,India
94,94,2017-05-31T05:01:44.505Z,1,1,0,0,0,0,0,0,0,0,0,2017,0,1,0,
95,95,2019-04-03T20:37:42.336Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
96,96,2019-07-30T02:16:38.371Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
97,97,2017-02-14T13:04:42.252Z,1,3,1,0,0,0,0,0,0,0,0,2017,0,1,0,
98,98,2019-08-15T07:15:46.697Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,1,
99,99,2014-12-18T00:03:29.786Z,167,30,1,0,0,0,0,0,0,0,1,2014,1,37,12,
100,100,2020-02-13T11:05:56.154Z,14,6,1,0,1,1,0,1,0,0,1,2020,1,18,3,
101,101,2016-05-11T22:46:04.358Z,0,1,1,1,0,0,0,0,0,0,0,2016,0,1,1,Romania
102,102,2020-05-08T07:51:06.341Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
103,103,2015-06-22T20:21:08.599Z,22,1,0,1,0,0,0,0,0,0,0,2015,0,1,0,Colombia
104,104,2020-08-18T16:26:38.906Z,1,1,1,0,0,0,0,1,0,1,1,2020,1,1,0,
105,105,2020-07-29T19:17:09.261Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
106,106,2015-09-07T12:47:51.903Z,0,0,1,0,0,0,0,0,0,0,0,2015,0,1,0,
107,107,2019-06-19T19:05:49.813Z,1,1,1,1,0,0,0,0,0,0,0,2019,0,1,0,United States
108,108,2015-08-11T18:52:57.966Z,600,61,1,0,1,0,0,1,1,1,1,2015,1,336,16,
109,109,2019-07-25T15:21:26.508Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
110,110,2016-01-19T09:40:04.330Z,1,3,1,0,0,0,0,0,0,0,0,2016,0,1,0,
111,111,2014-09-13T16:57:25.765Z,1,1,1,0,0,0,0,0,0,0,0,2014,0,1,0,
112,112,2021-04-09T19:13:37.161Z,0,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
113,113,2014-12-23T23:12:42.308Z,1,1,1,0,0,0,0,0,0,0,0,2014,0,1,0,
114,114,2016-09-21T19:23:11.541Z,21,8,1,0,0,1,0,0,0,0,1,2016,1,10,0,
115,115,2017-06-25T16:13:39.382Z,1,2,1,0,0,0,0,0,0,0,0,2017,0,2,1,
116,116,2016-03-29T18:43:38.071Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
117,117,2015-02-17T14:08:36.129Z,7,4,1,1,0,0,0,0,0,0,0,2015,0,7,0,India
118,118,2016-07-12T21:44:26.665Z,4,2,1,0,0,0,0,0,0,0,0,2016,0,4,0,
119,119,2016-03-19T08:21:16.160Z,3,2,1,0,1,0,0,0,0,0,0,2016,1,3,3,
120,120,2018-10-29T10:31:56.523Z,4,5,1,0,0,0,0,0,0,1,0,2018,1,4,1,
121,121,2014-04-29T02:06:08.299Z,1,1,1,1,1,0,0,0,0,0,0,2014,1,1,0,Egypt
122,122,2019-02-09T16:17:28.519Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
123,123,2018-12-11T13:14:36.222Z,8,6,1,0,0,1,1,0,0,0,1,2018,1,8,0,
124,124,2018-05-13T04:20:21.770Z,19,8,1,1,1,0,0,0,0,0,0,2018,1,17,1,Bangladesh
125,125,2019-04-30T18:13:50.483Z,7,2,1,0,0,1,0,0,0,0,0,2019,0,1,0,
126,126,2019-09-24T23:10:00.189Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
127,127,2019-10-22T08:01:58.745Z,1,2,1,0,0,0,0,0,0,1,0,2019,1,1,0,
128,128,2019-01-16T01:49:19.295Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
129,129,2021-07-13T11:04:46.258Z,1,1,1,0,1,0,0,0,0,0,0,2021,1,1,0,
130,130,2016-04-05T10:56:11.864Z,2,1,0,0,0,0,0,0,0,0,0,2016,0,2,0,
131,131,2014-12-15T15:59:45.636Z,4,8,1,1,0,0,0,0,0,0,0,2014,0,3,1,Brazil
132,132,2016-07-15T21:08:40.488Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,1,
133,133,2014-05-01T18:08:30.179Z,6,2,1,0,0,0,0,0,0,0,0,2014,0,2,1,
134,134,2014-05-05T03:04:44.436Z,26,1,1,0,0,0,0,0,0,0,0,2014,0,24,22,
135,135,2015-07-23T18:54:29.219Z,3,2,1,0,0,0,0,0,0,0,0,2015,0,3,0,
136,136,2017-08-17T15:05:47.088Z,0,0,1,1,1,1,0,0,0,0,0,2017,1,1,1,India
137,137,2019-02-21T23:13:26.821Z,1,1,1,0,1,0,0,0,0,0,0,2019,1,1,0,
138,138,2019-05-27T11:43:46.109Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
139,139,2014-01-08T12:25:30.679Z,7,10,0,0,0,0,0,0,0,0,0,2014,0,4,1,
140,140,2018-08-30T13:47:37.276Z,36,3,0,0,0,0,0,0,0,0,1,2018,1,21,0,
141,141,2016-03-07T10:42:35.999Z,7,2,1,1,1,0,1,1,0,0,1,2016,1,7,0,United Kingdom
142,142,2020-04-08T18:43:39.498Z,1,2,1,0,1,0,0,1,0,0,1,2020,1,1,0,
143,143,2014-06-22T11:47:33.168Z,0,1,0,0,0,0,0,0,0,0,0,2014,0,2,2,
144,144,2016-08-20T09:37:01.335Z,1,3,1,0,0,0,0,0,0,0,0,2016,0,1,0,
145,145,2021-06-20T14:22:58.795Z,18,2,1,1,0,1,0,0,0,0,0,2021,0,18,0,
146,146,2016-07-18T07:22:05.044Z,1,2,1,1,0,0,0,0,0,0,0,2016,0,4,3,
147,147,2017-09-20T15:46:03.261Z,1,1,1,0,0,0,0,0,0,0,0,2017,0,1,0,
148,148,2015-07-25T08:56:45.709Z,2,2,1,1,0,1,0,0,0,0,0,2015,0,3,3,China
149,149,2019-09-27T23:58:55.679Z,5,10,1,0,0,0,0,0,0,0,1,2019,1,5,2,
150,150,2015-12-04T11:25:00.994Z,9,1,1,0,0,0,0,0,0,0,0,2015,0,9,6,
151,151,2019-07-13T21:59:18.119Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
152,152,2021-07-31T21:04:05.944Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
153,153,2018-09-08T19:30:52.586Z,2,2,1,0,0,0,0,0,0,0,1,2018,1,3,0,
154,154,2016-03-06T14:22:12.126Z,5,0,0,0,0,0,0,0,0,0,0,2016,0,5,0,
155,155,2017-07-19T01:22:03.065Z,1,1,1,0,0,0,0,0,0,0,0,2017,0,1,0,
156,156,2018-07-02T20:19:15.987Z,4,5,1,1,0,1,0,0,0,0,0,2018,0,4,0,Romania
157,157,2019-09-30T07:38:48.175Z,3,1,1,0,0,0,1,1,0,1,1,2019,1,1,1,
158,158,2016-02-21T15:49:28.230Z,7,3,0,0,0,0,0,0,0,0,0,2016,0,5,0,
159,159,2016-05-01T02:26:36.004Z,1,0,0,0,0,0,0,0,0,0,0,2016,0,1,0,
160,160,2018-09-19T04:25:04.662Z,1,1,1,0,1,0,0,0,0,0,0,2018,1,1,0,
161,161,2018-08-10T09:58:06.396Z,13,3,1,0,1,1,1,0,0,0,1,2018,1,5,0,
162,162,2018-12-06T15:24:49.857Z,0,0,1,0,0,0,0,0,0,0,0,2018,0,1,1,
163,163,2016-01-06T07:09:05.377Z,4,5,1,1,1,1,0,0,0,0,0,2016,1,4,3,India
164,164,2013-08-05T18:55:33.797Z,2,3,1,1,0,1,0,1,1,1,1,2013,1,2,1,Netherlands
165,165,2017-07-19T13:37:46.567Z,2,2,1,1,0,1,0,1,0,0,0,2017,1,2,0,United States
166,166,2021-05-06T07:53:41.060Z,0,0,1,0,0,0,0,0,0,0,0,2021,0,1,1,
167,167,2015-01-08T19:32:26.936Z,37,10,0,1,1,0,0,0,0,0,0,2015,1,37,2,United Kingdom
168,168,2021-02-20T05:42:55.307Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
169,169,2019-02-15T10:17:20.644Z,2,4,1,0,0,0,0,0,0,0,0,2019,0,3,0,
170,170,2018-05-05T18:57:21.628Z,33,26,1,1,1,1,1,0,0,1,1,2018,1,20,4,Germany
171,171,2015-11-05T00:40:58.462Z,1,1,1,1,1,1,0,0,0,0,1,2015,1,1,0,United States
172,172,2019-03-08T17:59:31.983Z,1,1,1,1,0,0,0,0,1,0,0,2019,1,1,0,United States
173,173,2015-11-23T17:47:27.175Z,1,1,1,1,0,0,0,0,0,0,0,2015,0,2,0,France
174,174,2018-11-17T02:02:56.600Z,1,2,1,0,0,0,0,0,0,0,0,2018,0,1,0,
175,175,2016-07-02T14:23:36.314Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,1,
176,176,2021-08-13T04:04:29.696Z,1,1,1,0,0,0,0,0,0,0,0,2021,0,1,0,
177,177,2018-12-18T16:24:39.216Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,1,
178,178,2015-10-08T06:33:02.997Z,3,3,1,0,0,0,0,0,0,0,0,2015,0,3,0,
179,179,2018-02-03T05:36:35.354Z,1,1,0,0,0,0,0,0,0,0,0,2018,0,1,1,
180,180,2018-05-11T16:25:38.267Z,4,1,1,1,1,0,0,1,1,0,1,2018,1,4,4,United States
181,181,2018-10-16T03:42:07.519Z,1,1,1,1,0,0,1,1,0,1,0,2018,1,1,0,United States
182,182,2020-01-09T20:56:01.555Z,0,1,1,0,0,0,0,0,0,0,0,2020,0,2,2,
183,183,2014-03-11T19:19:46.143Z,4,5,1,0,0,0,0,0,0,0,0,2014,0,4,0,
184,184,2021-09-24T11:21:24.273Z,1,2,1,0,0,0,0,0,0,0,0,2021,0,1,0,
185,185,2019-09-19T20:41:27.076Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
186,186,2016-10-16T17:15:52.416Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
187,187,2016-10-02T09:54:33.364Z,2,1,1,0,0,0,0,0,0,0,0,2016,0,2,1,
188,188,2018-10-29T06:25:12.306Z,6,3,1,1,0,1,0,0,0,0,0,2018,0,6,0,United States
189,189,2017-08-19T13:14:38.536Z,1,1,1,0,0,0,0,1,0,0,0,2017,1,1,0,
190,190,2013-11-08T11:21:04.197Z,5,8,1,0,1,0,0,0,0,0,0,2013,1,5,1,
191,191,2019-08-05T22:00:20.054Z,1,1,1,0,1,0,0,0,0,0,0,2019,1,1,0,
192,192,2014-05-22T13:37:53.808Z,1,2,1,0,0,0,0,0,0,0,0,2014,0,1,0,
193,193,2017-03-21T20:59:56.843Z,2,1,1,0,0,0,0,0,0,0,0,2017,0,2,0,
194,194,2018-04-08T16:47:34.175Z,36,7,1,0,1,1,0,1,0,1,1,2018,1,14,1,
195,195,2018-08-04T14:50:32.717Z,5,14,1,0,0,0,0,0,0,0,0,2018,0,5,0,
196,196,2017-11-22T22:39:29.471Z,5,4,1,1,0,1,0,0,0,0,0,2017,0,7,5,Netherlands
197,197,2015-02-28T19:19:38.424Z,1,1,1,1,1,0,0,0,0,0,0,2015,1,1,0,Japan
198,198,2017-03-07T19:22:26.192Z,0,0,0,0,0,0,0,0,0,0,0,2017,0,1,1,
199,199,2019-12-04T20:01:59.329Z,3,1,1,0,0,0,0,0,0,0,0,2019,0,3,0,
200,200,2016-01-16T11:20:44.721Z,13,2,1,0,0,0,0,0,0,0,0,2016,0,11,0,
201,201,2014-04-16T14:01:31.919Z,16,15,1,0,0,0,0,0,0,0,0,2014,0,28,8,
202,202,2017-10-14T13:01:39.325Z,4,8,1,0,0,0,0,0,0,0,0,2017,0,4,0,
203,203,2019-06-29T11:51:18.301Z,5,1,1,0,0,0,0,0,0,1,0,2019,1,2,0,
204,204,2014-04-27T10:32:43.361Z,1,1,1,0,0,0,0,0,0,0,0,2014,0,1,0,
205,205,2019-07-30T21:26:52.564Z,2,1,1,0,0,1,0,1,0,1,1,2019,1,1,0,
206,206,2017-03-20T11:08:40.542Z,0,1,1,0,0,0,0,0,0,0,0,2017,0,1,0,
207,207,2016-06-23T04:50:09.134Z,1,1,1,0,0,1,0,0,0,0,1,2016,1,1,0,
208,208,2016-10-24T06:18:41.814Z,4,3,1,0,0,0,0,1,0,0,0,2016,1,4,4,
209,209,2020-12-11T15:44:13.231Z,6,2,1,0,0,0,0,0,0,0,0,2020,0,6,0,
210,210,2017-05-04T13:38:27.259Z,0,0,1,0,0,0,0,0,0,0,0,2017,0,3,3,
211,211,2016-05-16T13:20:37.724Z,1,1,1,0,0,0,0,0,0,0,0,2016,0,1,0,
212,212,2019-06-10T13:29:03.238Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
213,213,2020-10-19T19:25:13.737Z,2,3,1,0,0,0,0,0,0,0,0,2020,0,2,0,
214,214,2020-10-24T06:00:42.170Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
215,215,2019-06-12T12:11:48.545Z,11,11,1,1,1,1,0,1,0,1,1,2019,1,8,1,India
216,216,2019-07-23T12:47:35.557Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
217,217,2015-04-04T17:01:53.828Z,1,1,0,0,0,0,0,0,0,0,0,2015,0,1,1,
218,218,2018-09-22T15:03:11.090Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
219,219,2019-07-10T22:25:43.231Z,1,3,1,0,0,0,0,0,0,0,0,2019,0,1,0,
220,220,2017-02-03T20:17:23.028Z,5,3,1,0,0,1,1,0,0,0,1,2017,1,3,0,
221,221,2020-12-11T19:04:00.744Z,29,26,0,1,0,0,0,0,0,0,0,2020,0,21,0,Sweden
222,222,2013-11-04T18:46:49.830Z,34,11,1,1,1,1,0,0,0,0,0,2013,1,24,0,India
223,223,2019-10-27T11:46:58.784Z,2,3,1,1,0,1,0,0,0,0,0,2019,0,2,0,Jordan
224,224,2021-03-24T21:24:19.355Z,3,3,1,0,0,1,0,0,0,0,0,2021,0,3,0,
225,225,2020-09-17T14:49:30.770Z,1,1,1,0,0,1,0,0,0,0,0,2020,0,1,0,
226,226,2017-04-21T07:16:14.912Z,1,1,1,0,1,0,0,0,0,0,0,2017,1,1,0,
227,227,2017-08-11T11:24:56.401Z,1,1,1,0,0,1,0,0,0,0,0,2017,0,1,0,
228,228,2020-01-19T18:57:58.858Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
229,229,2020-07-13T11:51:40.106Z,12,13,1,0,0,0,0,0,0,0,0,2020,0,12,3,
230,230,2020-10-15T11:21:21.731Z,1,1,1,0,1,1,0,0,0,0,1,2020,1,1,0,
231,231,2019-03-20T10:48:39.768Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
232,232,2018-02-09T23:07:28.499Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
233,233,2018-04-04T15:02:24.822Z,2,3,1,0,0,0,0,0,0,0,0,2018,0,2,0,
234,234,2019-06-09T16:58:09.030Z,1,1,1,0,0,0,0,0,0,0,0,2019,0,1,0,
235,235,2015-07-24T08:13:29.226Z,1,2,1,0,0,0,0,0,0,0,0,2015,0,1,0,
236,236,2018-09-10T15:51:50.839Z,1,2,1,0,0,0,0,0,0,0,0,2018,0,1,0,
237,237,2014-08-16T17:23:21.727Z,1,1,1,0,0,0,0,0,0,0,0,2014,0,1,0,
238,238,2020-04-28T15:12:30.829Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
239,239,2018-08-15T21:52:38.066Z,14,6,1,0,1,0,0,0,0,0,0,2018,1,6,0,
240,240,2018-04-04T11:27:39.910Z,1,1,1,0,0,0,0,0,0,0,0,2018,0,1,0,
241,241,2020-10-09T05:58:58.348Z,1,1,1,0,0,0,0,0,0,0,0,2020,0,1,0,
242,242,2018-01-04T02:30:18.536Z,1,1,1,1,0,1,0,0,0,0,0,2018,0,1,0,Singapore
243,243,2016-09-21T12:53:39.346Z,9,3,1,0,0,1,0,0,0,0,0,2016,0,8,1,
244,244,2020-02-23T16:54:23.111Z,2,1,1,1,0,1,0,0,0,0,0,2020,0,2,1,Indonesia
245,245,2017-12-20T14:19:10.359Z,2,4,1,0,0,0,0,0,0,0,0,2017,0,1,0,
246,246,2018-08-15T12:15:42.573Z,95,6,0,1,0,0,0,1,0,0,1,2018,1,26,3,Romania
247,247,2014-02-07T15:32:56.363Z,1,0,0,0,0,0,0,0,0,0,0,2014,0,1,0,
248,248,2019-03-20T18:16:24.109Z,1,1,1,1,1,1,1,1,0,1,1,2019,1,1,0,United Kingdom
249,249,2018-05-21T10:17:08.542Z,1,1,1,1,0,1,0,1,0,1,0,2018,1,1,0,India
250,250,2018-09-24T14:18:50.912Z,1,1,1,1,1,0,0,0,0,0,0,2018,1,1,0,United States
251,251,2013-12-04T10:28:33.948Z,20,12,1,0,0,0,0,0,0,0,0,2013,0,18,0,
252,252,2021-01-29T06:18:14.784Z,64,1,1,0,0,0,0,0,0,0,0,2021,0,64,0,
253,253,2017-12-06T10:45:09.966Z,13,2,1,0,0,0,0,0,0,0,0,2017,0,3,1,
254,254,2017-06-13T04:29:09.344Z,1,2,1,0,0,0,0,0,0,0,0,2017,0,1,0,
255,255,2019-04-12T15:47:29.115Z,3,4,1,1,0,0,0,0,0,0,0,2019,0,3,0,Jordan
256,256,2017-10-16T15:44:11.794Z,66,40,1,1,1,1,1,0,0,0,0,2017,1,35,1,
257,257,2017-11-02T13:10:58.659Z,2,2,1,0,0,0,0,0,0,0,0,2017,0,2,1,
